CPU Level,GPU Level,CPU Frequency (MHz),GPU Frequency (MHz),FPS,Prd,Tear,Early,Stale,Stale2/5/10/max,VSnc,Lat,Fov,OC,TA,SP,Mem,Free,PLS,Temp,TW,App,GD,CPU&GPU,LCnt,GPU%,CPU%,DSF,CFL,ICFLp95,LD,SF,LP,DVFS,timestamp,altered_bandwidth,altered_dropchance,bandwidth,dropchance,device,app,app_details,is_record,is_wireless,repetition
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2791,0,40.0C/0.0C,3.38ms,0.90ms,0.27ms,13.86ms,2(DR0,0.35,0.09(W0.17),1.00,15.40/21.11,19.02,0,1.21,0,0,-2208929104.967,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2791,0,40.0C/0.0C,2.74ms,0.37ms,0.18ms,13.86ms,1(DR2,0.31,0.15(W0.22),1.00,15.17/21.19,18.97,0,1.21,0,0,-2208929103.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,72,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.0C/0.0C,1.91ms,0.90ms,0.00ms,13.86ms,1(DR73,0.22,0.04(W0.05),1.00,14.89/21.20,18.47,0,1.21,0,0,-2208929102.96,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.0C/0.0C,1.83ms,0.84ms,0.00ms,13.88ms,1(DR73,0.22,0.07(W0.10),1.00,14.85/20.50,18.33,0,1.21,0,0,-2208929101.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,2092MHz,2783,0,40.0C/0.0C,1.83ms,0.88ms,0.00ms,13.86ms,1(DR73,0.22,0.11(W0.14),1.00,14.91/20.56,18.47,0,1.21,0,0,-2208929100.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.0C/0.0C,1.85ms,0.91ms,0.00ms,13.87ms,1(DR73,0.21,0.14(W0.23),1.00,14.96/20.45,18.39,0,1.21,0,0,-2208929099.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.0C/0.0C,1.86ms,0.92ms,0.00ms,13.86ms,1(DR73,0.21,0.18(W0.30),1.00,15.00/20.45,18.34,0,1.21,0,0,-2208929098.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.0C/0.0C,1.86ms,0.84ms,0.00ms,13.86ms,1(DR73,0.21,0.13(W0.24),1.00,15.00/20.45,18.34,0,1.21,0,0,-2208929097.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.0C/0.0C,1.87ms,0.86ms,0.00ms,13.87ms,1(DR73,0.22,0.16(W0.26),1.00,14.87/20.40,18.38,0,1.21,0,0,-2208929096.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.0C/0.0C,1.89ms,0.84ms,0.00ms,13.86ms,1(DR73,0.22,0.17(W0.23),1.00,14.92/20.44,18.31,0,1.21,0,0,-2208929095.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.0C/0.0C,1.88ms,0.84ms,0.00ms,13.86ms,1(DR73,0.22,0.07(W0.15),1.00,14.88/21.15,18.50,0,1.21,0,0,-2208929094.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.0C/0.0C,1.85ms,1.11ms,0.00ms,13.86ms,1(DR73,0.21,0.14(W0.20),1.00,14.91/20.60,18.43,0,1.21,0,0,-2208929093.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,70,0ms,0,0,10,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2783,0,40.0C/0.0C,1.80ms,0.73ms,0.00ms,14.43ms,1(DR73,0.20,0.07(W0.10),1.00,14.66/20.58,18.37,0,1.21,0,0,-2208929092.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,71,0ms,0,0,3,0/0/1/12,1,0,0,FF,0/70/0,N/F/N,1555MHz,2783,0,40.0C/0.0C,1.80ms,0.79ms,0.00ms,13.86ms,1(DR73,0.21,0.11(W0.18),1.00,14.94/20.68,18.56,0,1.21,0,0,-2208929091.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1555MHz,2783,0,40.0C/0.0C,1.79ms,0.86ms,0.00ms,13.87ms,1(DR73,0.21,0.18(W0.22),1.00,14.82/20.84,18.54,0,1.21,0,0,-2208929090.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.2C/0.0C,1.83ms,0.82ms,0.00ms,13.86ms,1(DR73,0.21,0.11(W0.14),1.00,14.61/20.69,18.46,0,1.21,0,0,-2208929089.966,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,2,1/0/0/2,1,0,0,FF,0/70/0,N/F/N,2092MHz,2783,0,40.2C/0.0C,1.84ms,0.94ms,0.00ms,13.15ms,1(DR73,0.22,0.11(W0.19),1.00,14.88/20.90,18.47,0,1.21,0,0,-2208929088.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.2C/0.0C,1.92ms,0.88ms,0.00ms,13.12ms,1(DR73,0.22,0.14(W0.18),1.00,14.93/21.16,18.60,0,1.21,0,0,-2208929087.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2783,0,40.2C/0.0C,1.90ms,0.87ms,0.00ms,13.12ms,1(DR73,0.21,0.15(W0.19),1.00,15.01/20.46,18.50,0,1.21,0,0,-2208929086.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.2C/0.0C,1.85ms,0.84ms,0.00ms,13.12ms,1(DR73,0.20,0.09(W0.11),1.00,14.73/20.42,18.46,0,1.21,0,0,-2208929085.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,6,0/1/0/6,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.2C/0.0C,1.79ms,0.89ms,0.00ms,13.26ms,1(DR73,0.22,0.13(W0.18),1.00,14.72/20.91,18.43,0,1.21,0,0,-2208929084.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2783,0,40.2C/0.0C,1.81ms,0.80ms,0.00ms,13.11ms,1(DR73,0.21,0.21(W0.29),1.00,14.81/21.10,18.57,0,1.21,0,0,-2208929083.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1555MHz,2773,0,40.2C/0.0C,1.81ms,0.84ms,0.00ms,13.13ms,1(DR73,0.21,0.14(W0.19),1.00,14.82/20.80,18.46,0,1.21,0,0,-2208929082.959,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,72,0ms,0,0,7,0/1/0/6,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.60ms,0.70ms,0.00ms,13.24ms,1(DR73,0.19,0.15(W0.23),1.00,14.75/20.81,18.60,0,1.21,0,0,-2208929081.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.64ms,0.81ms,0.00ms,13.12ms,1(DR73,0.19,0.13(W0.19),1.00,14.83/21.01,18.54,0,1.21,0,0,-2208929080.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.65ms,0.86ms,0.00ms,13.13ms,1(DR73,0.20,0.22(W0.26),1.00,14.69/20.67,18.48,0,1.21,0,0,-2208929079.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.67ms,0.83ms,0.00ms,13.11ms,1(DR73,0.19,0.21(W0.29),1.00,14.51/20.66,18.45,0,1.21,0,0,-2208929078.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.70ms,0.87ms,0.00ms,13.64ms,1(DR73,0.20,0.20(W0.22),1.00,14.81/20.52,18.34,0,1.21,0,0,-2208929077.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,1,0/0/0/1,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.84ms,1.21ms,0.00ms,13.90ms,1(DR73,0.22,0.15(W0.19),1.00,14.61/20.50,18.24,0,1.21,0,0,-2208929076.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,4,1/0/0/3,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.96ms,1.16ms,0.00ms,13.89ms,1(DR73,0.24,0.17(W0.27),1.00,14.75/20.94,18.56,0,1.21,0,0,-2208929075.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.91ms,0.92ms,0.00ms,13.87ms,1(DR73,0.23,0.18(W0.20),1.00,15.22/21.26,18.89,0,1.21,0,0,-2208929074.965,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,4,1/0/0/4,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.92ms,1.04ms,0.00ms,13.97ms,1(DR72,0.24,0.20(W0.26),1.00,15.10/21.09,18.84,0,1.21,0,0,-2208929073.964,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.93ms,1.06ms,0.00ms,13.87ms,1(DR73,0.23,0.16(W0.26),1.00,15.09/21.50,18.82,0,1.21,0,0,-2208929072.964,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.82ms,0.91ms,0.00ms,13.87ms,1(DR73,0.21,0.16(W0.22),1.00,15.04/20.68,18.74,0,1.21,0,0,-2208929071.964,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,1.87ms,1.13ms,0.00ms,13.86ms,1(DR73,0.22,0.08(W0.19),1.00,15.22/20.93,18.64,0,1.21,0,0,-2208929070.964,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
5,4,1478,525,73,0ms,0,0,0,0/0/0/0,1,0,0,FF,0/70/0,N/F/N,1353MHz,2773,0,40.2C/0.0C,2.02ms,1.10ms,0.00ms,13.86ms,1(DR73,0.24,0.11(W0.11),1.00,14.75/20.67,18.55,0,1.21,0,0,-2208929069.964,True,True,999999,0,Quest-2,BeatSaber,PopStars-Medium,True,False,1
